strategy_final_equity,buy_hold_final_equity,strategy_total_return,buy_hold_total_return,strategy_max_drawdown,buy_hold_max_drawdown,strategy_sharpe,number_of_periods,invested_fraction,horizon_days,horizon_name,model,threshold
1.3655573391983786,1.5484449728689733,0.36555733919837863,0.5484449728689733,-0.25599852711018056,-0.4554090528154633,0.6813875455934386,574,0.3832752613240418,1,next_day,logistic_regression,0.5299999999999999
1.9863322811646114,2.532189982398836,0.9863322811646114,1.5321899823988359,-0.4387910891042551,-0.4506048995754516,0.830707508977878,164,0.6890243902439024,5,next_5_days,mlp,0.49
2.4293213192594543,1.5484449728689686,1.4293213192594543,0.5484449728689686,-0.005940400891062958,-0.37672992729576327,1.9728461154314894,82,0.14634146341463414,7,next_week,lstm,0.575
