row_index,date,close,future_return,actual_direction,prob_majority_baseline,prob_logistic_regression,prob_random_forest,prob_xgboost,prob_mlp,prob_lstm,signal,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity
2020,2024-01-29,43302.7,-0.006734222115480137,0,0.5204610951008646,0.4489717018166495,0.39376265692245815,0.42816207,0.4884991,0.39125592,0,-0.0,-0.006734222115480137,1.516326817788712,1.8746083603370043
2025,2024-02-03,43011.09,0.0529528547172371,1,0.5204610951008646,0.5443184956203301,0.5089174383036574,0.53640515,0.4906886,0.40104,1,0.050952854717237095,0.0529528547172371,1.5935879978393506,1.9738742244936478
2069,2024-03-18,67609.99,-0.053542087493283264,0,0.5204610951008646,0.5224616735069192,0.6013947454855304,0.6340116,0.54024535,0.49063244,1,-0.055542087493283265,-0.053542087493283264,1.5050767938351113,1.8681888780650722
2074,2024-03-23,63990.01,0.10611953334590818,1,0.5204610951008646,0.4916113932398381,0.6852207186194246,0.690815,0.52733415,0.5317342,1,0.10411953334590818,0.10611953334590818,1.6617846872589788,2.0664402100073533
2090,2024-04-08,71620.0,-0.10744889695615745,0,0.5204610951008646,0.31268172048885523,0.41086986331654496,0.43538272,0.5105671,0.40892407,1,-0.10944889695615745,-0.10744889695615745,1.4799041862598505,1.8444034888162129
2095,2024-04-13,63924.51,-0.0071088538652858135,0,0.5204610951008646,0.5825402927672577,0.6182044198123833,0.68240505,0.5263667,0.5220898,1,-0.009108853865285814,-0.0071088538652858135,1.4664239552925848,1.831291893945595
2139,2024-05-27,69436.43,-0.024044726953848072,0,0.5204610951008646,0.36940670339404896,0.41980012785238324,0.40872526,0.49529955,0.37582505,1,-0.026044726953848074,-0.024044726953848072,1.4282313437784075,1.787258980382878
2144,2024-06-01,67766.85,0.044744738762388936,1,0.5204610951008646,0.3879417034664312,0.4667644154283831,0.47670606,0.48512867,0.41463202,0,0.0,0.044744738762388936,1.4282313437784075,1.8672294165608434
2160,2024-06-17,66504.33,-0.03371690234305047,0,0.5204610951008646,0.43568586640372625,0.44850785536564775,0.4676039,0.4952996,0.45716214,1,-0.03571690234305047,-0.03371690234305047,1.3772193443493905,1.8042722246705902
2165,2024-06-22,64262.01,-0.0397675080502462,0,0.5204610951008646,0.5416781995450122,0.5881333910992276,0.57811815,0.480914,0.4961514,0,-0.0,-0.0397675080502462,1.3772193443493905,1.732520814451167
2209,2024-08-05,54018.81,0.1278202907468715,1,0.5204610951008646,0.7780525440787202,0.586598606113439,0.67491895,0.53615415,0.6031124,1,0.1258202907468715,0.1278202907468715,1.5505014826776466,1.953972128679322
2214,2024-08-10,60923.51,-0.05551961796029159,0,0.5204610951008646,0.42811354490527187,0.5028897635102222,0.5178855,0.4919359,0.48991594,1,-0.05751961796029159,-0.05551961796029159,1.4613172297471628,1.8454883425899882
2230,2024-08-26,62834.0,-0.061431868096890274,0,0.5204610951008646,0.32298573140399667,0.49014906972252564,0.5574435,0.5114629,0.47441554,1,-0.06343186809689028,-0.061431868096890274,1.3686231479821276,1.7321165461536514
2235,2024-08-31,58973.99,-0.04737664858694479,0,0.5204610951008646,0.6004753722938164,0.5146678912604961,0.58502024,0.51065046,0.5460997,1,-0.049376648586944794,-0.04737664858694479,1.301045123756256,1.6500546692348974
2279,2024-10-14,66083.99,0.03471355164844003,1,0.5204610951008646,0.5640233904386539,0.417818239404819,0.5272204,0.4944322,0.42844155,1,0.03271355164844003,0.03471355164844003,1.3436069306092073,1.7073339272181327
2284,2024-10-19,68378.0,-0.0026283307496562935,0,0.5204610951008646,0.6214385501614068,0.4879165486032978,0.4710949,0.48450282,0.54058397,0,-0.0,-0.0026283307496562935,1.3436069306092073,1.7028464889572938
2300,2024-11-04,67850.01,0.13010241265992462,1,0.5204610951008646,0.4710490959952485,0.48165901132653477,0.5520086,0.49710622,0.5544942,1,0.1281024126599246,0.13010241265992462,1.5157262200868427,1.9243909255601195
2305,2024-11-09,76677.46,0.13886910181949164,1,0.5204610951008646,0.4196959092852202,0.5220776928954213,0.48544994,0.52746207,0.5590607,1,0.13686910181949163,0.13886910181949164,1.7231823064343819,2.1916293649422336
2349,2024-12-23,94881.47,0.004411082585461523,1,0.5204610951008646,0.565765480125063,0.5849759328536597,0.5998803,0.49798808,0.55147225,1,0.002411082585461523,0.004411082585461523,1.7273370412850013,2.2012968230677163
2354,2024-12-28,95300.0,0.017678803777544605,1,0.5204610951008646,0.45899543768340967,0.4421867685340614,0.42074355,0.49036998,0.56635994,1,0.015678803777544603,0.017678803777544605,1.7544196198129933,2.240213117658863
2370,2025-01-13,94536.1,0.10599263138631687,1,0.5204610951008646,0.4666946258219975,0.4738080894224959,0.48344448,0.49053645,0.5161053,1,0.10399263138631687,0.10599263138631687,1.9368663326331281,2.4776592008656704
2375,2025-01-18,104556.23,-0.006177441554654384,0,0.5204610951008646,0.407590126606799,0.43488195261680684,0.49463546,0.52740073,0.42032763,1,-0.008177441554654384,-0.006177441554654384,1.921027721398843,2.462353605959971
2419,2025-03-03,86220.61,2.1340605221853437e-05,1,0.5204610951008646,0.5706730655158545,0.5951671179681204,0.6007738,0.56561255,0.6052486,1,-0.0019786593947781466,2.1340605221853437e-05,1.9172266618502678,2.4624061540761923
2424,2025-03-08,86222.45,-0.05922668632125394,0,0.5204610951008646,0.5702784887861883,0.5751260684013975,0.6038285,0.5136991,0.5936175,1,-0.06122668632125394,-0.05922668632125394,1.7998412264184167,2.3165659971931962
2440,2025-03-24,87498.16,-0.05542539408828717,0,0.5204610951008646,0.597119556277318,0.46287223243778336,0.5302449,0.49312717,0.3864371,1,-0.057425394088287174,-0.05542539408828717,1.696484634694993,2.188169413867237
2445,2025-03-29,82648.54,0.006830731674146939,1,0.5204610951008646,0.3451389677527904,0.5650116931432344,0.5994198,0.514446,0.53903425,1,0.004830731674146939,0.006830731674146939,1.7046798967545178,2.2031162119909395
2489,2025-05-12,102791.32,0.0032622404304174513,1,0.5204610951008646,0.4652679866800281,0.4510061722679445,0.44274968,0.52284175,0.5230555,1,0.0012622404304174512,0.0032622404304174513,1.7068316126411212,2.2103033067706046
2494,2025-05-17,103126.65,0.08309743407741843,1,0.5204610951008646,0.5168764297826177,0.5092532596505205,0.50080866,0.49740967,0.4522622,1,0.08109743407741843,0.08309743407741843,1.8452512768285383,2.393973840096075
2510,2025-06-02,105857.99,-0.0028891536670969664,0,0.5204610951008646,0.3766960411162027,0.4439527136028115,0.50211096,0.49938142,0.45114583,1,-0.0048891536670969665,-0.0028891536670969664,1.8362295597817166,2.387057281797027
2515,2025-06-07,105552.15,0.0011328997088169146,1,0.5204610951008646,0.538141500136692,0.37233090033794286,0.3428719,0.48210064,0.46039718,0,0.0,0.0011328997088169146,1.8362295597817166,2.389761578296504
2559,2025-07-21,117884.28,-0.00523649124378589,0,0.5204610951008646,0.2007326699003386,0.4332487257121216,0.5322785,0.4874786,0.40432382,0,-0.0,-0.00523649124378589,1.8362295597817166,2.3772476127170186
2564,2025-07-26,117266.98,0.007720672946468055,1,0.5204610951008646,0.35091834668894534,0.5019506400576178,0.62868744,0.50206923,0.3532159,1,0.0057206729464680545,0.007720672946468055,1.8467340285478648,2.3956015640475785
2580,2025-08-11,121459.83,-0.0312287609821289,0,0.5204610951008646,0.3481044132197523,0.41122665885369414,0.35172108,0.46703464,0.40640357,0,-0.0,-0.0312287609821289,1.8467340285478648,2.3207898953955226
2585,2025-08-16,117666.79,-0.025509746632843444,0,0.5204610951008646,0.41929369907143005,0.4487171988134576,0.49814036,0.4776412,0.43662527,0,-0.0,-0.025509746632843444,1.8467340285478648,2.2615871331759196
2629,2025-09-29,114311.96,0.06805105957416879,1,0.5204610951008646,0.5698641244850214,0.49038953396768276,0.47452813,0.5003078,0.5920199,1,0.06605105957416879,0.06805105957416879,1.9687127678851246,2.415490533907848
2634,2025-10-04,122091.01,0.004994552833988308,1,0.5204610951008646,0.372592446104493,0.4652327157753415,0.3498109,0.44841266,0.41391152,0,0.0,0.004994552833988308,1.9687127678851246,2.4275548289994493
2650,2025-10-20,108016.9,0.02647039491042613,1,0.5204610951008646,0.24100677590815778,0.47723018591291777,0.37558633,0.48175654,0.512705,0,0.0,0.02647039491042613,1.9687127678851246,2.4918131639897765
2655,2025-10-25,110876.15,-0.0028873657680212883,0,0.5204610951008646,0.3932235356978931,0.34085568856893367,0.34099212,0.46042114,0.42495593,0,-0.0,-0.0028873657680212883,1.9687127678851246,2.4846183879597676
2699,2025-12-08,90762.3,-0.004840115334230233,0,0.5204610951008646,0.15649724849066246,0.33875314302436166,0.28606454,0.46682936,0.44973576,0,-0.0,-0.004840115334230233,1.9687127678851246,2.472592548400493
2704,2025-12-13,90323.0,-0.04872823090464218,0,0.5204610951008646,0.5688486823661378,0.4326595515505745,0.44861928,0.49403763,0.39793572,1,-0.05072823090464218,-0.04872823090464218,1.8688434520109307,2.352107487768936
2720,2025-12-29,88014.12,0.02468138066937442,1,0.5204610951008646,0.29719860693504185,0.4468205383029546,0.53783894,0.4743385,0.42601436,0,0.0,0.02468138066937442,1.8688434520109307,2.4101607480498473
2725,2026-01-03,90186.43,0.013778902214002908,1,0.5204610951008646,0.4093054324472224,0.4299831360851722,0.48738226,0.44476277,0.4026478,0,0.0,0.013778902214002908,1.8688434520109307,2.4433701173172544
2769,2026-02-16,68643.13,-0.009370056406227456,0,0.5204610951008646,0.33801054961401045,0.39291062519568093,0.44418138,0.49205172,0.4839211,1,-0.011370056406227456,-0.009370056406227456,1.8475945965471576,2.420475601496701
2774,2026-02-21,67999.94,0.005452651869986891,1,0.5204610951008646,0.600904827695418,0.4650484118143361,0.5096823,0.4666568,0.4697353,0,0.0,0.005452651869986891,1.8475945965471576,2.4336736123114595
2790,2026-03-09,66443.42,0.06678464172976062,1,0.5204610951008646,0.5624585520470902,0.4767244471705451,0.5174817,0.4984357,0.4577625,1,0.06478464172976062,0.06678464172976062,1.9672903505463069,2.5962056325968526
2795,2026-03-14,70880.82,-0.013414348197439141,0,0.5204610951008646,0.49055880714168076,0.39290725795851433,0.4913144,0.47298157,0.44351608,0,-0.0,-0.013414348197439141,1.9672903505463069,2.561379226249046
2839,2026-04-27,77371.32,0.017002811894639924,1,0.5204610951008646,0.48258222211236806,0.4540517352105776,0.50833386,0.5043975,0.46458256,1,0.015002811894639924,0.017002811894639924,1.9968052376176932,2.604929875423797
2844,2026-05-02,78686.85,0.016764554687346056,1,0.5204610951008646,0.5182354817870916,0.41797281863351854,0.39659563,0.47484758,0.44607878,0,0.0,0.016764554687346056,1.9968052376176932,2.6486003647770406
2860,2026-05-18,77001.87,-0.0032448562612830134,0,0.5204610951008646,0.4297127672242589,0.4057393683006975,0.40379,0.49338832,0.53360707,1,-0.0052448562612830135,-0.0032448562612830134,1.9863322811646114,2.6400060372997576
2865,2026-05-23,76752.01,-0.04083932134155188,0,0.5204610951008646,0.6475521074930156,0.40845623124754055,0.43942356,0.47834805,0.50187,0,-0.0,-0.04083932134155188,1.9863322811646114,2.532189982398836
