row_index,date,close,future_return,actual_direction,prob_majority_baseline,prob_logistic_regression,prob_random_forest,prob_xgboost,prob_mlp,prob_lstm,signal,strategy_return,buy_hold_return,strategy_equity,buy_hold_equity
1675,2023-02-18,24631.95,-0.028083444469479635,0,0.5204610951008646,0.5388107973222488,0.5280995068798604,0.4733518,0.5366716,0.5098003,1,-0.030083444469479637,-0.028083444469479635,1.330217949689123,1.4298008305430088
1719,2023-04-03,27800.0,0.004977697841726636,1,0.5204610951008646,0.26767924076985794,0.4969514652031429,0.5358417,0.51842976,0.43196377,1,0.002977697841726636,0.004977697841726636,1.3341789368069383,1.4369179470513016
1724,2023-04-08,27938.38,0.08717255617541175,1,0.5204610951008646,0.4488175289741572,0.6119376027781218,0.5489279,0.49487615,0.40722597,1,0.08517255617541175,0.08717255617541175,1.4478143672501784,1.5621777575100886
1740,2023-04-24,27510.93,0.06250315783581284,1,0.5204610951008646,0.46475513141666336,0.5699763196571997,0.58814174,0.5067686,0.498637,1,0.06050315783581284,0.06250315783581284,1.5354117084288734,1.6598188004553378
1745,2023-04-29,29230.45,-0.013420593935433822,0,0.5204610951008646,0.49540948084747854,0.41785187450668737,0.45920086,0.5019018,0.402786,1,-0.015420593935433822,-0.013420593935433822,1.5117347479494812,1.6375430463280278
1789,2023-06-12,25905.19,0.023616889125306573,1,0.5204610951008646,0.4954749759285585,0.49129058341425663,0.55366534,0.49252176,0.49969977,1,0.02161688912530657,0.023616889125306573,1.5444137503827784,1.6762167188910737
1794,2023-06-17,26516.99,0.1270102677566345,1,0.5204610951008646,0.5312552852386596,0.40375981922692084,0.42132223,0.4696034,0.42641255,0,0.0,0.1270102677566345,1.5444137503827784,1.8891134531755762
1810,2023-07-03,31156.2,-0.027974207380874416,0,0.5204610951008646,0.4210334305362307,0.4594679944933639,0.46873263,0.4966293,0.3657667,1,-0.029974207380874418,-0.027974207380874416,1.498121172346931,1.8362670016704428
1815,2023-07-08,30284.63,0.03862025060236829,1,0.5204610951008646,0.43096701000485654,0.4194315265814091,0.42662278,0.4900166,0.38300586,1,0.03662025060236829,0.03862025060236829,1.5529827451109894,1.9071840934478146
1859,2023-08-21,26126.92,-0.004192993280493829,0,0.5204610951008646,0.39514539139653626,0.6187933191895174,0.5432022,0.50978434,0.5705832,1,-0.006192993280493829,-0.004192993280493829,1.5433651334057943,1.8991872833593233
1864,2023-08-26,26017.37,-0.0029438025442233284,0,0.5204610951008646,0.3852552153631781,0.5650764504062984,0.57266724,0.4813597,0.53364074,0,-0.0,-0.0029438025442233284,1.5433651334057943,1.8935964510026135
1880,2023-09-11,25162.52,0.05552504280175419,1,0.5204610951008646,0.4676777524983316,0.49681553561866104,0.4996675,0.49727273,0.5386733,1,0.053525042801754186,0.05552504280175419,1.6259738182300745,1.9987384749937835
1885,2023-09-16,26559.67,0.0003166455004901536,1,0.5204610951008646,0.38697678359312726,0.4631822564402565,0.4888628,0.4651699,0.41521013,0,0.0,0.0003166455004901536,1.6259738182300745,1.9993713665385469
1929,2023-10-30,34474.73,0.0170368266843568,1,0.5204610951008646,0.5365676334362302,0.5869615640230016,0.6190679,0.51137125,0.5636266,1,0.015036826684356798,0.0170368266843568,1.650423304728102,2.0334343099879297
1934,2023-11-04,35062.07,0.046746241736440375,1,0.5204610951008646,0.5028512420671576,0.561491262271053,0.61038065,0.5068393,0.5460769,1,0.04474624173644037,0.046746241736440375,1.7242735448889206,2.128489721797797
1950,2023-11-20,37448.78,0.008862505000162946,1,0.5204610951008646,0.3923412501433267,0.4809085755797381,0.5224773,0.5120215,0.45643497,1,0.006862505000162946,0.008862505000162946,1.7361063807123696,2.1473534726000256
1955,2023-11-25,37780.67,-0.0015010321415687145,0,0.5204610951008646,0.5303567412620378,0.4780978995731744,0.46765947,0.50678784,0.46626094,1,-0.0035010321415687145,-0.0015010321415687145,1.730028216472313,2.1441302260183437
1999,2024-01-08,46951.04,-0.08738997048840669,0,0.5204610951008646,0.3777681719409482,0.4112390004876998,0.39224043,0.52525,0.3937399,1,-0.08938997048840669,-0.08738997048840669,1.5753810452577421,1.9567547488433
2004,2024-01-13,42847.99,-0.035485678558084044,0,0.5204610951008646,0.6172694375767137,0.5216223339267586,0.50644183,0.49545628,0.51947945,1,-0.037485678558084046,-0.035485678558084044,1.516326817788712,1.8873179788088421
